timestamp,username,ip_address,event_type,location,device,lat,lon,severity
2025-12-28 13:36:14,swathi.iyer,192.168.1.41,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2025-12-28 14:18:52,pooja.menon,192.168.1.22,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2025-12-28 17:55:12,kiran.varma,10.0.0.5,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2025-12-28 17:59:24,sneha.reddy,192.168.1.35,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2025-12-28 18:20:09,lakshmi.naidu,10.0.0.5,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2025-12-28 18:45:40,anjali.devi,10.0.0.18,Login Failed,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,Low
2025-12-28 19:09:34,anjali.devi,10.0.0.12,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2025-12-29 03:23:07,ravi.teja,192.168.1.22,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2025-12-29 03:28:09,kiran.varma,192.168.1.22,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2025-12-29 04:21:13,administrator,10.0.0.12,Login Failed,"Bangalore, IN",Android-App,12.9716,77.5946,Medium
2025-12-29 09:36:16,sneha.reddy,10.0.0.33,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2025-12-29 09:42:32,suresh.babu,172.16.0.9,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2025-12-29 10:12:14,meena.pillai,192.168.1.14,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2025-12-29 10:25:31,harish.bhat,192.168.1.22,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2025-12-29 11:22:25,ravi.teja,10.0.0.27,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2025-12-29 11:32:12,naveen.chowdary,10.0.0.5,Login Success,"Vijayawada, IN",iOS-App,16.5062,80.648,
2025-12-29 12:17:08,divya.sharma,192.168.1.41,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2025-12-29 13:02:29,sneha.reddy,10.0.0.18,Login Success,"Vijayawada, IN",Linux-Firefox,16.5062,80.648,
2025-12-29 17:14:40,arjun.rao,192.168.1.14,Login Success,"Bangalore, IN",iOS-App,12.9716,77.5946,
2025-12-29 18:15:28,anjali.devi,192.168.1.10,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2025-12-29 18:51:57,lakshmi.naidu,192.168.1.14,Login Failed,"Ongole, IN",Windows-Edge,15.5057,80.0499,Low
2025-12-30 04:43:02,kiran.varma,172.16.0.4,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2025-12-30 06:57:45,suresh.babu,192.168.1.14,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2025-12-30 09:10:43,pooja.menon,192.168.1.14,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2025-12-30 09:12:30,sunitha.k,172.16.0.9,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2025-12-30 09:44:16,sneha.reddy,172.16.0.9,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2025-12-30 10:43:59,user5,198.51.100.23,Login Failed,"Moscow, RU",iOS-App,55.7558,37.6173,High
2025-12-30 10:44:19,user5,198.51.100.23,Login Failed,"Moscow, RU",Windows-Chrome,55.7558,37.6173,High
2025-12-30 10:44:27,user5,198.51.100.23,Login Failed,"Moscow, RU",Windows-Chrome,55.7558,37.6173,High
2025-12-30 10:44:31,user5,198.51.100.23,Login Failed,"Moscow, RU",Windows-Chrome,55.7558,37.6173,High
2025-12-30 10:45:59,user5,198.51.100.23,Login Failed,"Moscow, RU",Linux-Firefox,55.7558,37.6173,High
2025-12-30 10:46:24,user5,198.51.100.23,Login Failed,"Moscow, RU",Windows-Edge,55.7558,37.6173,High
2025-12-30 10:47:23,user5,198.51.100.23,Login Failed,"Moscow, RU",Windows-Edge,55.7558,37.6173,High
2025-12-30 10:49:14,user5,198.51.100.23,Login Success,"Moscow, RU",MacOS-Safari,55.7558,37.6173,
2025-12-30 12:10:50,meena.pillai,192.168.1.22,Login Success,"Vijayawada, IN",Linux-Firefox,16.5062,80.648,
2025-12-30 13:03:45,swathi.iyer,10.0.0.5,Login Success,"Bangalore, IN",iOS-App,12.9716,77.5946,
2025-12-30 13:27:38,meena.pillai,10.0.0.5,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2025-12-30 14:01:04,arjun.rao,10.0.0.18,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2025-12-30 14:04:56,priya.singh,192.168.1.14,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2025-12-30 15:46:12,arjun.rao,192.168.1.14,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2025-12-30 18:28:07,rakesh.kumar,10.0.0.18,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2025-12-30 19:14:05,abhishek.nair,10.0.0.27,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2025-12-30 23:20:33,harish.bhat,45.227.13.4,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2025-12-31 01:10:42,divya.sharma,194.5.6.12,Login Failed,"Bucharest, RO",iOS-App,44.4268,26.1025,Medium
2025-12-31 03:18:54,user5,194.5.6.12,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2025-12-31 07:13:44,vijay.kumar,192.168.1.35,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2025-12-31 13:40:02,anjali.devi,10.0.0.27,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2025-12-31 14:58:41,divya.sharma,192.168.1.41,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2025-12-31 15:05:11,ravi.teja,192.168.1.41,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2025-12-31 15:19:30,kiran.varma,192.168.1.22,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2025-12-31 15:39:43,manoj.verma,192.168.1.22,Login Failed,"Chennai, IN",Windows-Chrome,13.0827,80.2707,Low
2025-12-31 16:28:31,vijay.kumar,10.0.0.5,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2025-12-31 17:54:59,naveen.chowdary,192.168.1.10,Login Success,"Chennai, IN",MacOS-Safari,13.0827,80.2707,
2025-12-31 19:33:28,deepika.rao,10.0.0.33,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2025-12-31 20:41:20,sneha.reddy,10.0.0.12,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2025-12-31 21:19:21,meena.pillai,10.0.0.18,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-01-01 07:57:10,vijay.kumar,10.0.0.5,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-01-01 11:54:58,deepika.rao,192.168.1.10,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2026-01-01 12:28:55,pooja.menon,192.168.1.35,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2026-01-01 12:43:47,harish.bhat,172.16.0.9,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2026-01-01 13:27:23,arjun.rao,172.16.0.4,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-01-01 16:49:06,manoj.verma,192.168.1.14,Login Success,"Vijayawada, IN",Android-App,16.5062,80.648,
2026-01-01 19:25:58,sunitha.k,10.0.0.27,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-01-01 21:43:37,vijay.kumar,192.168.1.22,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-01-02 09:07:01,sunitha.k,10.0.0.5,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-01-02 10:54:48,manoj.verma,10.0.0.12,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-01-02 11:34:32,priya.singh,10.0.0.18,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-01-02 12:49:31,meena.pillai,192.168.1.22,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-01-02 13:39:40,deepika.rao,10.0.0.12,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-01-02 14:05:45,swathi.iyer,192.168.1.35,Login Success,"Bangalore, IN",Android-App,12.9716,77.5946,
2026-01-02 14:35:14,sunitha.k,192.168.1.10,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-01-02 15:44:14,ravi.teja,172.16.0.4,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-01-02 16:07:48,vijay.kumar,172.16.0.4,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-01-02 16:28:38,swathi.iyer,10.0.0.18,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-01-02 17:08:59,anjali.devi,192.168.1.41,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-01-02 18:20:22,manoj.verma,10.0.0.5,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-01-02 19:36:31,pooja.menon,10.0.0.27,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-01-02 19:58:50,divya.sharma,10.0.0.33,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-01-03 00:11:36,anjali.devi,192.168.1.35,Login Success,Unknown,Linux-Firefox,0.0,0.0,
2026-01-03 01:53:35,deepika.rao,192.168.1.22,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-01-03 03:05:08,swathi.iyer,172.16.0.4,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-01-03 11:45:55,kiran.varma,192.168.1.14,Login Success,"Ongole, IN",Windows-Chrome,15.5057,80.0499,
2026-01-03 12:10:45,suresh.babu,10.0.0.27,Login Success,"Bangalore, IN",Android-App,12.9716,77.5946,
2026-01-03 12:21:51,deepika.rao,10.0.0.33,Login Success,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,
2026-01-03 14:07:24,arjun.rao,192.168.1.22,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-01-03 15:01:37,arjun.rao,10.0.0.33,Login Success,"Ongole, IN",Windows-Chrome,15.5057,80.0499,
2026-01-03 15:15:59,lakshmi.naidu,172.16.0.4,Login Failed,"Bangalore, IN",Windows-Edge,12.9716,77.5946,Low
2026-01-03 16:27:58,sneha.reddy,10.0.0.5,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2026-01-03 17:03:39,lakshmi.naidu,192.168.1.41,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-01-03 17:35:12,ravi.teja,10.0.0.18,Login Success,"Chennai, IN",Windows-Chrome,13.0827,80.2707,
2026-01-03 18:33:14,meena.pillai,10.0.0.33,Login Success,"Ongole, IN",Linux-Firefox,15.5057,80.0499,
2026-01-03 20:20:59,user5,91.243.85.20,Login Failed,Unknown,iOS-App,0.0,0.0,High
2026-01-03 20:21:44,user5,91.243.85.20,Login Failed,Unknown,MacOS-Safari,0.0,0.0,High
2026-01-03 20:21:45,user5,91.243.85.20,Login Failed,Unknown,Windows-Edge,0.0,0.0,High
2026-01-03 20:22:55,user5,91.243.85.20,Login Failed,Unknown,Windows-Chrome,0.0,0.0,High
2026-01-03 20:23:14,user5,91.243.85.20,Login Failed,Unknown,MacOS-Safari,0.0,0.0,High
2026-01-03 20:23:19,user5,91.243.85.20,Login Failed,Unknown,Linux-Firefox,0.0,0.0,High
2026-01-03 20:23:55,user5,91.243.85.20,Login Success,Unknown,Windows-Edge,0.0,0.0,
2026-01-03 20:24:23,user5,91.243.85.20,Login Failed,Unknown,Linux-Firefox,0.0,0.0,High
2026-01-03 20:24:57,user5,91.243.85.20,Login Failed,Unknown,Android-App,0.0,0.0,High
2026-01-03 21:48:43,divya.sharma,192.168.1.35,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-01-03 23:17:49,sunitha.k,192.168.1.10,Login Failed,"Vijayawada, IN",Android-App,16.5062,80.648,Medium
2026-01-04 02:38:19,administrator,10.0.0.33,Login Success,"Pune, IN",iOS-App,18.5204,73.8567,
2026-01-04 04:44:41,lakshmi.naidu,192.168.1.22,Login Failed,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,Medium
2026-01-04 06:49:59,guest,45.227.13.4,Login Failed,"Moscow, RU",Windows-Edge,55.7558,37.6173,High
2026-01-04 06:50:16,guest,45.227.13.4,Login Failed,"Moscow, RU",Windows-Chrome,55.7558,37.6173,High
2026-01-04 06:50:47,guest,45.227.13.4,Login Failed,"Moscow, RU",Linux-Firefox,55.7558,37.6173,High
2026-01-04 06:50:49,guest,45.227.13.4,Login Failed,"Moscow, RU",Android-App,55.7558,37.6173,High
2026-01-04 06:50:59,guest,45.227.13.4,Login Failed,"Moscow, RU",iOS-App,55.7558,37.6173,High
2026-01-04 06:51:08,guest,45.227.13.4,Login Failed,"Moscow, RU",iOS-App,55.7558,37.6173,High
2026-01-04 06:52:05,guest,45.227.13.4,Login Failed,"Moscow, RU",MacOS-Safari,55.7558,37.6173,High
2026-01-04 06:53:03,guest,45.227.13.4,Login Failed,"Moscow, RU",Windows-Edge,55.7558,37.6173,High
2026-01-04 06:53:04,guest,45.227.13.4,Login Failed,"Moscow, RU",iOS-App,55.7558,37.6173,High
2026-01-04 06:53:26,guest,45.227.13.4,Login Failed,"Moscow, RU",Linux-Firefox,55.7558,37.6173,High
2026-01-04 06:54:29,guest,45.227.13.4,Login Failed,"Moscow, RU",Linux-Firefox,55.7558,37.6173,High
2026-01-04 06:55:59,guest,45.227.13.4,Login Failed,"Moscow, RU",Windows-Chrome,55.7558,37.6173,High
2026-01-04 06:57:52,guest,45.227.13.4,Login Failed,"Moscow, RU",MacOS-Safari,55.7558,37.6173,High
2026-01-04 08:41:45,harish.bhat,172.16.0.9,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2026-01-04 11:51:56,abhishek.nair,192.168.1.22,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2026-01-04 11:52:19,manoj.verma,192.168.1.14,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-01-04 12:26:50,pooja.menon,192.168.1.10,Login Success,"Pune, IN",Windows-Chrome,18.5204,73.8567,
2026-01-04 13:11:31,priya.singh,192.168.1.14,Login Success,"Bangalore, IN",MacOS-Safari,12.9716,77.5946,
2026-01-04 13:26:27,meena.pillai,192.168.1.41,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-01-04 14:07:31,kiran.varma,10.0.0.27,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2026-01-04 14:16:26,sunitha.k,192.168.1.22,Login Success,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,
2026-01-04 14:23:45,divya.sharma,192.168.1.41,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-01-04 15:36:14,deepika.rao,10.0.0.33,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-01-04 17:42:38,sunitha.k,192.168.1.41,Login Success,"Vijayawada, IN",iOS-App,16.5062,80.648,
2026-01-04 18:18:29,ravi.teja,10.0.0.5,Login Success,"Bangalore, IN",Windows-Chrome,12.9716,77.5946,
2026-01-04 19:11:18,sneha.reddy,192.168.1.22,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-01-04 19:57:16,vijay.kumar,10.0.0.33,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-01-04 20:38:44,sneha.reddy,192.168.1.35,Login Success,"Hyderabad, IN",Linux-Firefox,17.385,78.4867,
2026-01-05 08:09:54,vijay.kumar,10.0.0.27,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-01-05 10:11:48,pooja.menon,10.0.0.12,Login Success,"Hyderabad, IN",Windows-Edge,17.385,78.4867,
2026-01-05 13:48:14,sunitha.k,10.0.0.12,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-01-05 14:32:01,pooja.menon,192.168.1.22,Login Success,"Vijayawada, IN",Linux-Firefox,16.5062,80.648,
2026-01-05 14:54:34,deepika.rao,192.168.1.14,Login Failed,"Ongole, IN",Windows-Chrome,15.5057,80.0499,Low
2026-01-05 16:31:37,ravi.teja,192.168.1.41,Login Success,"Hyderabad, IN",Android-App,17.385,78.4867,
2026-01-05 17:40:27,ravi.teja,192.168.1.22,Login Success,"Bangalore, IN",iOS-App,12.9716,77.5946,
2026-01-05 18:54:11,manoj.verma,192.168.1.10,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-01-05 19:47:10,sneha.reddy,192.168.1.41,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-01-06 01:08:03,anjali.devi,192.168.1.35,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2026-01-06 02:37:46,root,198.51.100.23,Login Success,"Hanoi, VN",Linux-Firefox,21.0285,105.8542,
2026-01-06 09:57:41,rakesh.kumar,192.168.1.35,Login Success,"Hyderabad, IN",iOS-App,17.385,78.4867,
2026-01-06 09:58:09,swathi.iyer,192.168.1.41,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-01-06 10:52:38,pooja.menon,192.168.1.22,Login Failed,"Pune, IN",iOS-App,18.5204,73.8567,Low
2026-01-06 11:22:50,arjun.rao,10.0.0.33,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2026-01-06 14:04:49,lakshmi.naidu,172.16.0.4,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2026-01-06 14:25:57,lakshmi.naidu,192.168.1.41,Login Success,"Vijayawada, IN",Windows-Edge,16.5062,80.648,
2026-01-06 14:46:16,meena.pillai,172.16.0.9,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-01-06 17:16:19,abhishek.nair,172.16.0.4,Login Success,"Pune, IN",Windows-Chrome,18.5204,73.8567,
2026-01-06 17:23:17,rakesh.kumar,10.0.0.5,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-01-06 17:45:47,pooja.menon,192.168.1.10,Login Success,"Vijayawada, IN",Windows-Chrome,16.5062,80.648,
2026-01-06 18:12:59,arjun.rao,10.0.0.5,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-01-06 19:10:58,lakshmi.naidu,172.16.0.4,Login Success,"Bangalore, IN",iOS-App,12.9716,77.5946,
2026-01-06 22:15:31,swathi.iyer,192.168.1.14,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-01-07 02:32:49,rakesh.kumar,198.51.100.23,Login Failed,"Vijayawada, IN",iOS-App,16.5062,80.648,Medium
2026-01-07 02:53:53,rakesh.kumar,10.0.0.12,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-01-07 03:51:21,harish.bhat,91.243.85.20,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2026-01-07 11:09:06,abhishek.nair,192.168.1.41,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-01-07 12:22:17,kiran.varma,192.168.1.35,Login Success,"Ongole, IN",iOS-App,15.5057,80.0499,
2026-01-07 12:36:30,pooja.menon,192.168.1.41,Login Failed,"Pune, IN",MacOS-Safari,18.5204,73.8567,Low
2026-01-07 12:37:03,rakesh.kumar,10.0.0.12,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
2026-01-07 15:07:20,sunitha.k,192.168.1.41,Login Success,"Chennai, IN",iOS-App,13.0827,80.2707,
2026-01-07 17:17:33,swathi.iyer,192.168.1.22,Login Success,"Vijayawada, IN",MacOS-Safari,16.5062,80.648,
2026-01-07 18:09:34,priya.singh,10.0.0.5,Login Success,"Hyderabad, IN",MacOS-Safari,17.385,78.4867,
2026-01-07 18:54:15,arjun.rao,172.16.0.4,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-01-07 19:09:34,sneha.reddy,10.0.0.18,Login Success,"Ongole, IN",Windows-Edge,15.5057,80.0499,
2026-01-07 19:37:10,deepika.rao,10.0.0.12,Login Success,"Bangalore, IN",Linux-Firefox,12.9716,77.5946,
2026-01-07 21:52:57,sneha.reddy,192.168.1.14,Login Success,"Pune, IN",Windows-Edge,18.5204,73.8567,
2026-01-08 01:00:39,sunitha.k,172.16.0.4,Login Success,"Ongole, IN",Android-App,15.5057,80.0499,
2026-01-08 09:14:32,divya.sharma,192.168.1.35,Login Success,"Pune, IN",Android-App,18.5204,73.8567,
2026-01-08 11:44:46,divya.sharma,172.16.0.9,Login Success,"Chennai, IN",Linux-Firefox,13.0827,80.2707,
2026-01-08 13:26:11,sunitha.k,10.0.0.27,Login Success,"Hyderabad, IN",Windows-Chrome,17.385,78.4867,
2026-01-08 14:05:18,sneha.reddy,10.0.0.5,Login Success,"Ongole, IN",MacOS-Safari,15.5057,80.0499,
2026-01-08 15:25:03,rakesh.kumar,192.168.1.14,Login Success,"Chennai, IN",Windows-Edge,13.0827,80.2707,
2026-01-08 15:56:21,arjun.rao,10.0.0.18,Login Failed,"Ongole, IN",Windows-Edge,15.5057,80.0499,Low
2026-01-08 17:26:18,swathi.iyer,10.0.0.5,Login Success,"Pune, IN",MacOS-Safari,18.5204,73.8567,
2026-01-08 18:51:40,naveen.chowdary,192.168.1.10,Login Success,"Chennai, IN",Android-App,13.0827,80.2707,
2026-01-08 19:14:27,ravi.teja,10.0.0.18,Login Success,"Pune, IN",Linux-Firefox,18.5204,73.8567,
2026-01-08 20:03:05,arjun.rao,10.0.0.33,Login Success,"Ongole, IN",Windows-Chrome,15.5057,80.0499,
2026-01-09 03:34:14,pooja.menon,192.168.1.41,Login Success,"Bangalore, IN",Windows-Edge,12.9716,77.5946,
